,coord1,coord2,volume,dii1,dii2,from,to
31,-72.25,-0.75,6.25,652457.2226299973,652457.2226299973,587,609
32,-72.25,-0.25,6.25,652457.2226299973,652457.2226299973,609,636
33,-72.25,0.25,6.25,652457.2226299973,652457.2226299973,636,663
34,-72.25,0.75,6.25,652457.2226299973,652457.2226299973,663,685
35,-72.25,1.25,6.25,652457.2226299973,652457.2226299973,685,702
36,-71.75,-1.25,6.25,652457.2226299973,652457.2226299973,702,719
37,-71.75,-0.75,6.25,652457.2226299973,652457.2226299973,719,741
38,-71.75,-0.25,6.25,652457.2226299973,652457.2226299973,741,768
39,-71.75,0.25,6.25,652457.2226299973,652457.2226299973,768,795
40,-71.75,0.75,6.25,652457.2226299973,652457.2226299973,795,817
41,-71.75,1.25,6.25,652457.2226299973,652457.2226299973,817,834
42,-71.25,-1.25,6.25,652457.2226299973,652457.2226299973,834,851
43,-71.25,-0.75,6.25,652457.2226299973,652457.2226299973,851,873
44,-71.25,-0.25,6.25,652457.2226299973,652457.2226299973,873,900
45,-71.25,0.25,6.25,652457.2226299973,652457.2226299973,900,927
46,-71.25,0.75,6.25,652457.2226299973,652457.2226299973,927,949
47,-71.25,1.25,6.25,652457.2226299973,652457.2226299973,949,966
48,-70.75,-1.25,6.25,652457.2226299973,652457.2226299973,966,983
49,-70.75,-0.75,6.25,652457.2226299973,652457.2226299973,983,1005
